PLANT_ID,LIBRARY,GENETIC_SUBPOP_KINSHIP,SUBPOP,ECOTYPE_NNET,PLOIDY,COLLECTION_TYPE,COLLECTION_METHOD,COLLECTOR,STATE,COUNTY,LATITUDE,LONGITUDE,ELEVATION,NOTE_LATLONG,LOCALITY,TAXON,HABITAT,COLL_DATE,PLANTED_2018
J587.C,IJBF,Gulf,Gulf,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Matt Donahue,South Carolina,Richland,34.08622,-81.11703,94,"NA",Harbinson State Forest,Panicum virgatum,"Claysoil; Pine Forest. Plant Associations Oaks, Bluestem, Sweetgum, other panicum sp. On Midland Mountain Trail.",2015-11-18,Y
J589.B,IJBI,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Emily Driskill,Virginia,Accomack,37.90747222,-75.35108333,0,"NA",Chincoteague NWR. Collected along the entirety of Wildlife Loop,Panicum virgatum,"NA",2015-09-21,Y
J589.C,IJBJ,Atlantic,Atlantic,Unknown,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Emily Driskill,Virginia,Accomack,37.90747222,-75.35108333,0,"NA",Chincoteague NWR. Collected along the entirety of Wildlife Loop,Panicum virgatum,"NA",2015-09-21,Y
J590.B,IJBK,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Virginia,Northampton,37.45591667,-75.83288889,0,"NA","Brownsville Preserve. Go east on Brownsville Rd from Nassawadox, drive to end of Birding and Wildlife Trail, population on right. ",Panicum virgatum,"NA",2015-09-21,Y
J591.A,IJBL,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Virginia,Virginia Beach,36.67230556,-75.91636111,0,"NA",Back Bay NWR. Population in marsh area near left side of parking lot.,Panicum virgatum,"NA",2015-09-22,Y
J591.B,IJBM,Atlantic,Atlantic,Lowland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Virginia,Virginia Beach,36.67230556,-75.91636111,0,"NA",Back Bay NWR. Population in marsh area near left side of parking lot.,Panicum virgatum,"NA",2015-09-22,Y
J592.A,IJBN,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Emily Kotteler, Laura Shriver",New York,Suffolk,40.76975,-72.89763889,0,"NA",Old Field,Panicum virgatum,"NA",2016-09-28,Y
J592.B,IJBP,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Emily Kotteler, Laura Shriver",New York,Suffolk,40.76975,-72.89763889,0,"NA",Old Field,Panicum virgatum,"NA",2016-09-28,Y
J592.C,IRWB,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Emily Kotteler, Laura Shriver",New York,Suffolk,40.76975,-72.89763889,0,"NA",Old Field,Panicum virgatum,"NA",2016-09-28,Y
J593.B,IJBR,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Emily Driskill,North Carolina,Dare,35.59952778,-75.84758333,0,"NA",Alligator River NWR. Pamlico Rd,Panicum virgatum,"NA",2016-09-29,Y
J594.A,IJBS,Gulf,Gulf,Lowland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Jacob Dakar,North Carolina,Currituck,36.5135,-75.92877778,0,"NA",Mackay Island NWR,Panicum virgatum,"NA",2016-09-28,Y
J595.A,IJBU,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Jacob Dakar,North Carolina,Dare,35.871111,-75.9798333,0,"NA",Alligator River NWR. Pump Rd,Panicum virgatum,"NA",2016-09-29,Y
J595.B,IJBW,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Jacob Dakar,North Carolina,Dare,35.871111,-75.9798333,0,"NA",Alligator River NWR. Pump Rd,Panicum virgatum,"NA",2016-09-29,Y
J595.C,IJBX,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Jacob Dakar,North Carolina,Dare,35.871111,-75.9798333,0,"NA",Alligator River NWR. Pump Rd,Panicum virgatum,"NA",2016-09-29,Y
J597.A,IMIN,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Maryland,Kent,39.0535,-76.22113889,0,"NA",Eastern Neck NWR. MD-445 and Bogles Wharf Rd,Panicum virgatum,"NA",2016-09-19,Y
J597.B,IMIQ,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Maryland,Kent,39.0535,-76.22113889,0,"NA",Eastern Neck NWR. MD-445 and Bogles Wharf Rd,Panicum virgatum,"NA",2016-09-19,Y
J597.C,IMIS,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Maryland,Kent,39.0535,-76.22113889,0,"NA",Eastern Neck NWR. MD-445 and Bogles Wharf Rd,Panicum virgatum,"NA",2016-09-19,Y
J598.A,IMIU,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Melanie Flood,Maryland,Caroline,38.77238889,-75.97663889,0,"NA",Choptank Preserve. Population on both sides of boardwalk at King's Creek Preserve Tract.,Panicum virgatum,"NA",2016-09-20,Y
J598.B,IMIW,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Melanie Flood,Maryland,Caroline,38.77238889,-75.97663889,0,"NA",Choptank Preserve. Population on both sides of boardwalk at King's Creek Preserve Tract.,Panicum virgatum,"NA",2016-09-20,Y
J599.A,IMIY,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Emily Driskill,Maryland,Dorchester,38.40719444,-76.05972222,0,"NA","Blackwater NWR. From visitor center, turn right onto Key Wallace Dr, turn right onto Maple Dam Rd, continue straight for 3.5 miles. Collected from E side of Maple Dam Rd.",Panicum virgatum,"NA",2016-09-20,Y
J599.B,IMIZ,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Emily Driskill,Maryland,Dorchester,38.40719444,-76.05972222,0,"NA","Blackwater NWR. From visitor center, turn right onto Key Wallace Dr, turn right onto Maple Dam Rd, continue straight for 3.5 miles. Collected from E side of Maple Dam Rd.",Panicum virgatum,"NA",2016-09-20,Y
J599.C,IMJA,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Emily Driskill,Maryland,Dorchester,38.40719444,-76.05972222,0,"NA","Blackwater NWR. From visitor center, turn right onto Key Wallace Dr, turn right onto Maple Dam Rd, continue straight for 3.5 miles. Collected from E side of Maple Dam Rd.",Panicum virgatum,"NA",2016-09-20,Y
J600.A,IMJB,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Maryland,Somerset,38.26494444,-75.66383333,0,"NA","US Hwy 13 S. From Fruitland Blvd. in Salibury, MD, turn slightly right onto US-13 S, population is 2.8 miles on right.",Panicum virgatum,"NA",2016-09-21,Y
J600.B,IMJC,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Maryland,Somerset,38.26494444,-75.66383333,0,"NA","US Hwy 13 S. From Fruitland Blvd. in Salibury, MD, turn slightly right onto US-13 S, population is 2.8 miles on right.",Panicum virgatum,"NA",2016-09-21,Y
J601.A,IMIM,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Maryland,Talbot,38.75575,-76.15558333,0,"NA",MD 33. Go 1.2 miles E down MD-33E from Station Rd. Population on right along power corridor.,Panicum virgatum,"NA",2016-10-05,Y
J601.B,IMIP,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Amanda Faucette,Maryland,Talbot,38.75575,-76.15558333,0,"NA",MD 33. Go 1.2 miles E down MD-33E from Station Rd. Population on right along power corridor.,Panicum virgatum,"NA",2016-10-05,Y
J602.A,IMIR,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,John Randall,South Carolina,Georgetown,33.3519,-79.1937,0,"NA",Plants along forest edge ca. 1000m NW of Marine Biology Station.,Panicum virgatum,"NA",2016-09-17,Y
J602.B,IMIT,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,John Randall,South Carolina,Georgetown,33.3519,-79.1937,0,"NA",Plants along forest edge ca. 1000m NW of Marine Biology Station.,Panicum virgatum,"NA",2016-09-17,Y
J602.C,IRWD,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,John Randall,South Carolina,Georgetown,33.3519,-79.1937,0,"NA",Plants along forest edge ca. 1000m NW of Marine Biology Station.,Panicum virgatum,"NA",2016-09-17,Y
J603.A,INET,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,John Randall,South Carolina,Berkeley,33.2592,-79.6102,0,"NA",Plants along forest road 150 ca. 300m SW of junction of 150C; wet pine savanna,Panicum virgatum,"NA",2016-09-07,Y
J603.B,INEU,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,John Randall,South Carolina,Berkeley,33.2592,-79.6102,0,"NA",Plants along forest road 150 ca. 300m SW of junction of 150C; wet pine savanna,Panicum virgatum,"NA",2016-09-07,Y
J603.C,INEW,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,John Randall,South Carolina,Berkeley,33.2592,-79.6102,0,"NA",Plants along forest road 150 ca. 300m SW of junction of 150C; wet pine savanna,Panicum virgatum,"NA",2016-09-07,Y
J607.A,INFB,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Michael Piantedosi, Julia Rogers",Rhode Island,Washington,41.5746194,-71.45391389,0,"NA","Wilson SP, N. Kingstown, RI. From boardwalk, enter wet meadow area adjacent upland field area (NE of boatlaunch). Pop is distributed along edge of meadow and field.",Panicum virgatum,"Fields edge. Associated Plants: Juniperus virginiana, Iva frutescens, Atriplex cristata, Baccharis hamlimifolia, Phragmites australia.",2016-10-25,Y
J609.A,INFE,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Lucy M. Rummler,South Carolina,Charleston,33.1668353,-79.6664612,20,"NA",Francis Marion National Forest,Panicum virgatum,"NA",2016-11-07,Y
J609.B,INFF,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Lucy M. Rummler,South Carolina,Charleston,33.1668353,-79.6664612,20,"NA",Francis Marion National Forest,Panicum virgatum,"NA",2016-11-07,Y
J609.C,INFG,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Lucy M. Rummler,South Carolina,Charleston,33.1668353,-79.6664612,20,"NA",Francis Marion National Forest,Panicum virgatum,"NA",2016-11-07,Y
J610.A,INFH,Gulf,Gulf,Lowland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,J.D Palacio-Mejia,Texas,Kerr,29.933362,-99.234241,552,"NA","NA",Panicum virgatum,"NA",2016-08-04,Y
J610.B,INFI,Gulf,Gulf,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,J.D Palacio-Mejia,Texas,Kerr,29.933362,-99.234241,552,"NA","NA",Panicum virgatum,"NA",2016-08-04,Y
J610.C,INFJ,Gulf,Gulf,Lowland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,J.D Palacio-Mejia,Texas,Kerr,29.933362,-99.234241,552,"NA","NA",Panicum virgatum,"NA",2016-08-04,Y
J612.A,INFK,Atlantic,Atlantic,Upland,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,"Rebecca Brown, Carol Sawyer",Rhode Island,Washington,41.455833,-71.453889,1,"NA",Managed native grassland along Narrow River in Narraganseh. ,Panicum virgatum,"NA",2015-09-28,Y
J612.C,INFL,Atlantic,Atlantic,Upland,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,"Rebecca Brown, Carol Sawyer",Rhode Island,Washington,41.455833,-71.453889,1,"NA",Managed native grassland along Narrow River in Narraganseh. ,Panicum virgatum,"NA",2015-09-28,Y
J613.A,INFM,Atlantic,Atlantic,Coastal,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,"NA",North Carolina,Dare,35.9082256,-75.6757302,1,"NA","NA",Panicum amarum,"NA",NA,Y
J613.B,INFN,Atlantic,Atlantic,Coastal,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,"NA",North Carolina,Dare,35.9082256,-75.6757302,1,"NA","NA",Panicum amarum,"NA",NA,Y
J613.C,INFP,Atlantic,Atlantic,Coastal,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,"NA",North Carolina,Dare,35.9082256,-75.6757302,1,"NA","NA",Panicum amarum,"NA",NA,Y
J614.A,INFQ,Atlantic,Atlantic,Coastal,4X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",New Jersey,Cape May,38.9351125,-74.9060053,2,"NA","NA",Panicum amarum,"NA",1977-11-30,Y
J614.B,INFR,Atlantic,Atlantic,Coastal,4X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",New Jersey,Cape May,38.9351125,-74.9060053,2,"NA","NA",Panicum amarum,"NA",1977-11-30,Y
J614.C,INFS,Atlantic,Atlantic,Coastal,4X,Cultivar,Grown from GRIN Seed Packet In Austin,"NA",New Jersey,Cape May,38.9351125,-74.9060053,2,"NA","NA",Panicum amarum,"NA",1977-11-30,Y
J615.A,INFT,Gulf,Gulf,Coastal,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,"NA",Florida,Palm Beach,26.9273311,-80.0700974,5,"NA","0.75 miles S of Carlin Park at Hwy A1A near edge of blacktop. T41 R43 S5, MLRA 155",Panicum virgatum,"NA",NA,Y
J617.A,INFU,Atlantic,Atlantic,Upland,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,"Melanie Harrison, Gary Pederson",Connecticut,New London,41.33636,-72.03365,16,"NA",In the vicinity of Bluff Point State Park,Panicum virgatum,"NA",2015-09-17,Y
J619.A,INFW,Atlantic,Atlantic,Upland,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,Rebecca Brown,New Hampshire,Essex,42.831111,-70.86361,2,"Route 1A, 82 miles outside Annesbury","NA",Panicum virgatum,"NA",2015-09-21,Y
J621.A,INFX,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Maryland,St. Marys,38.0609713,-76.3374474,0,"NA",Point Lookout State Park,Panicum virgatum,"NA",2016-10-05,Y
J621.B,INFY,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Maryland,St. Marys,38.0609713,-76.3374474,0,"NA",Point Lookout State Park,Panicum virgatum,"NA",2016-10-05,Y
J621.C,INFZ,Atlantic,Atlantic,Coastal,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Maryland,St. Marys,38.0609713,-76.3374474,0,"NA",Point Lookout State Park,Panicum virgatum,"NA",2016-10-05,Y
J625.B,INGA,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Melanie Harrison and Gary Pederson,Connecticut,New London,41.33636,-72.03365,16,"NA",In the vicinity of Bluff Point State Park,Panicum virgatum,Weedy area by coast,2015-09-17,Y
J626.B,INGB,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Rebecca Brown, Melanie Harrison, and Gary Pederson",Connecticut,New London,41.34214,-71.93334,20,"NA","In the vicinity of 12 Lords Hill Road, Stonington, CT ",Panicum virgatum,Right of way,2015-09-18,Y
J627.A,IRWG,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"Rebecca Brown, Melanie Harrison, and Gary Pederson",Connecticut,New London,41.46745,-71.74008,229,"NA","In the vicinity of 722 Norwich Westerly Road, North Stonington, CT",Panicum virgatum,Right of way by wood line,2015-09-18,Y
J635.A,INGD,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Melanie Harrison and Gary Pederson,Maine,Cumberland,43.58039,-70.32879,26,"NA","In the vicinity of 89 Black Point Road, Scarborough, ME",Panicum virgatum,Right of way behind guardrail,2015-09-21,Y
J635.B,INGE,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Melanie Harrison and Gary Pederson,Maine,Cumberland,43.58039,-70.32879,26,"NA","In the vicinity of 89 Black Point Road, Scarborough, ME",Panicum virgatum,Right of way behind guardrail,2015-09-21,Y
J635.C,INGF,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Melanie Harrison and Gary Pederson,Maine,Cumberland,43.58039,-70.32879,26,"NA","In the vicinity of 89 Black Point Road, Scarborough, ME",Panicum virgatum,Right of way behind guardrail,2015-09-21,Y
J636.B,INGH,Midwest,Midwest,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Melanie Harrison and Gary Pederson,Maine,Lincoln,44.04345,-69.51618,55,"NA","In the vicinity of 54 Highway 1, Newcastle, ME",Panicum virgatum,Right of way by guardrail,2015-09-22,Y
J636.C,INGI,Midwest,Midwest,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Melanie Harrison and Gary Pederson,Maine,Lincoln,44.04345,-69.51618,55,"NA","In the vicinity of 54 Highway 1, Newcastle, ME",Panicum virgatum,Right of way by guardrail,2015-09-22,Y
J639.A,IRWJ,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Rhode Island,Newport,41.635,-71.233611,0,"NA","Portsmouth, RI on Route 24 eastbound",Panicum virgatum,Roadside in sandy\poor soil,2015-09-19,Y
J640.B,INGJ,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Massachusetts,Plymouth,41.678889,-70.774167,0,"NA","North side of Route 6 in gravel pull off area in Marion, MA",Panicum virgatum,"Sandy, heavily disturbed roadside area",2015-09-20,Y
J640.C,INGK,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Massachusetts,Plymouth,41.678889,-70.774167,0,"NA","North side of Route 6 in gravel pull off area in Marion, MA",Panicum virgatum,"Sandy, heavily disturbed roadside area",2015-09-20,Y
J641.A,INGL,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Massachusetts,Plymouth,41.738611,-70.737222,0,"NA","Electrical right of way on the south side of Cromesett Road in Wareham, MA",Panicum virgatum,Electric right of way in sandy dry area,2015-09-20,Y
J641.B,INGM,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Massachusetts,Plymouth,41.738611,-70.737222,0,"NA","Electrical right of way on the south side of Cromesett Road in Wareham, MA",Panicum virgatum,Electric right of way in sandy dry area,2015-09-20,Y
J641.C,INGN,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,"NA",Massachusetts,Plymouth,41.738611,-70.737222,0,"NA","Electrical right of way on the south side of Cromesett Road in Wareham, MA",Panicum virgatum,Electric right of way in sandy dry area,2015-09-20,Y
J643.A,IRWK,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Rebecca Brown,New Hampshire,Rockingham,42.9116667,-70.865,4,"NA",Along US1 about saltmarsh in Hampton Falls,Panicum virgatum,bank between a salt marsh\pond and the roadway,2015-09-21,Y
J644.B,INGP,Atlantic,Atlantic,Upland,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Rebecca Brown,Rhode Island,Washington,41.385,-71.633056,7,"NA",Along US1 in Charlestown just west of Falcone Lane,Panicum virgatum,undeveloped lot in commercial area. Was mowed until a few years ago when owner quit all maintenance after a dispute with town. Slopes from road down to small wetland,2015-09-22,Y
